text,ref,translated,similarity_score,language_pair,source_lang,target_lang,model,file_path,similarity_score_pct,Unnamed: 2,Unnamed: 3
Wogblɔ be adzodada si Nana Agradaa zã tsɔ xɔ ga le ameawo si la ɖo eƒe gbedoxɔ me fifia.,It is said that the extortion used by Nana Agradaa to extort money from the people has now reached his temple.,They said that the deceit with which Nana Agradaa used to collect money from people has now reached her house.,0.734375,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,73.4375,,
"Ne èkpɔ nusiawo katã la, efia be no me kansa le nu gblẽm le wò susu ŋu, Kpɔ wò ɖɔkta enumake.","If you see all these, it means that breast cancer is killing your memory, See your doctor immediately.","After trying all these things and realizing that they are not helping your condition, see your doctor immediately.",0.242919921875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,24.2919921875,,
"Ehiã be ame nate ŋu atsɔ nu siwo katã nye koléra (le kpɔɖeŋu me, nudodowo, nudodowo kple kpluwo me) la aƒle ahawɔ wo ɖokuiwo nyuie.","Proper disposal and treatment of all materials that may have come into contact with the feces of other people with cholera (e.g., clothing, bedding, etc.) are essential.","He said that anyone who has cholera (in the stool, vomit, vomit and feces) can easily spread the disease to others.",0.6513671875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,65.13671875,,
Amewo dina ɣesiaɣi be nu nyuitɔ na yewo ɖokuiwo nenye be edi be yewodzudzɔ dɔwɔwɔ hã.,People always want the best for themselves even if it requires them to stop working.,People nowadays think that new things for them alone mean that they are progressing and that they are also developing.,0.2958984375,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,29.58984375,,
Wokpe amedzrowo be woade poliswo ƒe dɔwɔƒea.,Residents were invited to attend the grand opening of the police station.,The suspect said they would call the police officer.,0.2841796875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,28.41796875,,
Dziɖuɖua le klalo be yeaɖe gbeƒã asi yeye siwo woatsɔ akpe ɖe kokoo ƒe asiwo ŋu le kwasiɖa si gbɔna ƒe ŋkeke gbãtɔ dzi ne wodze ɣeyiɣi kple teƒe siwo woawɔ kokoo la gɔme.,The government is ready to announce the new prices that would be added to the coco prices on the first day of the week coming when they launch the time and places for the cocoa.,"The youth are determined to raise their voices and take new actions to show gratitude to the ancestors on the first day of the week, when they will reflect on the times and places where the ancestors lived.",0.176025390625,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,17.6025390625,,
Nutoa me ŋgɔnɔlawo ɖoe be yewoakpɔ ale si nutoa me tɔwo wɔa dɔe.,Local leaders have plans underway to ensure regional development .,The seed is in the hands of the farmers so that they can see how the parents of the seed have worked on it.,0.147216796875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,14.7216796875,,
"Le esiawo katã me la, NPP ƒe Sewɔtakpekpe me tɔwo meda asi ɖe NDC ƒe Sewɔtakpekpe me tɔwo ƒe biabia dzi o. Woɖe eme be togbɔ be yewodi be woaɖe Ganyawo ƒe Dɔdzikpɔla le dɔme hã la, yewoazã yewoƒe ŋutetewo.","Within all this, the NPP Members of Parliament did not support NDC Members of Parliament request. They explained that although they want the Finance Minister to be sack but they will use their means","In all these matters, the leaders at the NPP’s rally do not match the bravery of the leaders at the NDC’s rally. They even said that if they were to put the Ga people’s warrior in the middle as well, they would trample on their heroes.",0.5439453125,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,54.39453125,,
"Ebia tso dziɖuɖua si be wòava kpe ɖe Bomaaman ŋu, elabena wokplɔa wo yia afisiafi","He asked the government to come to the aid of Bomaaman, because they are taken away everywhere","He refused the invitation to come and join Bomaaman, because they had already dismissed him from that position.",0.35693359375,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,35.693359375,,
"Ŋku- bli, karɔt, koklozi, ayi, atadi, salmon, nagoti.","Eyes- maize, carrots, eggs, beans, pepper, salmon, sweet potato.","Onion, carrot, chicken, pepper, tomatoes, salmon, spices.",0.7138671875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,71.38671875,,
Akɔntabubudɔwɔƒea awɔ etɔ sinua axe fetuawo ɖe game dzi.,The accounts office will do its best to pay the salaries on time.,The accountant has made three mistakes in the accounts.,0.286376953125,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,28.6376953125,,
"Sɔhɛ aɖewo metea ŋu xɔa dɔ le sukunuwuɣi o, gake eda ga geɖe ɖe eƒe dɔwo me le nutoa me be wòakpe ɖe nyɔnuwo ŋu be woadzidze aƒemedɔwo ɖe edzi.","Some youths fail to get jobs after graduation, but he has injected more money into his businesses in the area to help women increase household income.","Some men do not go out to look for work in the dry season, but they spend a lot of money in bars so they can impress women by buying them drinks.",0.352294921875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,35.2294921875,,
"Ame aɖewo mehiã ale gbegbe be wometea ŋu wɔa atikewɔnyawo o, eye zi geɖe la, woɖea wo ɖe aga le woƒe aƒewo me.",Some people are too poor to access medical services. They are usually quarantined in their homes.,"Some people need to be constantly supervised because if you leave them alone for a long time, they will get themselves into trouble.",0.22607421875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,22.607421875,,
"Azɔ hã, nyɔnu tsitsi aɖe tso fofoa ƒe ƒomea me xɔ ɖevia eye wòtsɔ avɔ ɣi tsyɔ ɖevia dzi eye ɖevia tasi ayɔ ŋkɔ si vifofoa di be yeatsɔ ana ɖevia.","Also, an old woman from the family of the father recived the child and cover the child with white cloth and the aunty of the child will mention the name that the father wants to give it to the child.","One day, an old woman from the father’s family took a child and put a clay pot on the child’s head, and the child began to dance the dance that the father’s family said he would dance for the child.",0.45556640625,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,45.556640625,,
Ametafatafae nye be woaxɔ ga le ame aɖe si anukwaremaɖimaɖitɔe to ametafatafa alo ameflunyawo me.,Swindle is to get money dishonestly from someone by cheating or deceiving them.,"The scapegoat is the one on whom money is spent for someone who is truly guilty, either in the place of the scapegoat or of the innocent people.",0.321044921875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,32.1044921875,,
"Sitsoƒedila aɖewo mate ŋu ade dɔwɔƒea o, elabena ame geɖewo dze dɔ le ɣleti sia dzi.",Some refugees cannot attend the workshop because many have fallen sick this month.,"Some people cannot do this work, because some others are already working on this matter.",0.21875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,21.875,,
Nutomekɔmitia kpɔa ame siwo le nutoa me ƒe dedienɔnɔ dzi.,The district committee is responsible for the security of the people in the area.,The village committee oversees those who are responsible for the development of the village.,0.5712890625,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,57.12890625,,
Míate ŋu akpɔ ŋutete siawo ƒe akpa gãtɔ le ɣeyiɣi aɖewo me.,Most of the skills can be acquired over a given period of time.,We have seen the full impact of these truths in some situations.,0.202392578125,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,20.2392578125,,
"Abe alesi hamemetsitsiwo gblɔe ene la, gbeɖeka le susu aɖe ta míelɔ̃a kpakpaluʋui ƒe dzoa yiyi.","As the elders have said, one day for a reason we love to go to the quail fire.","When the disciples heard this, they were all amazed at the greatness of the miracle.",0.1806640625,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,18.06640625,,
"Togbɔ be atike aɖeke meli fifia o hã la, blanuilélenutsitikewo kpena ɖe ame mawo ŋu be woanɔ te ɖe enu vivivi.","Although there is no cure at present, antidepressants help such people to cope slowly.","Grandfather said that since there is no more cassava now, the nutritionists should go to those people so they can eat properly.",0.054718017578125,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,5.4718017578125,,
Wona nɔvinyenyɔnu dzea dɔnɔa ƒe ɖɔktawo gbɔ.,My aunt was promoted to the position of senior doctor of the hospital.,The pregnant woman went to see the doctors at the hospital.,0.35400390625,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,35.400390625,,
"Esi afɔdzia ƒoa ƒu nɔa afima ŋkeke geɖe ta la, ame la sena le eɖokui me be agba le yeƒe ali kple axame me.","Because the solid waste gathers and remains there for days, the person feels heaviness behind the loins and the abdomen.","When the festival drum is beaten there many days in advance, the person becomes convinced in their heart that there is joy in their body and soul.",0.222412109375,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,22.2412109375,,
Anyigbatata ƒe akpa aɖee nye ale si nàde dzesi mɔnu siwo katã ado dzidzɔ na amee.,Mapping an area involves identifying all the boundaries for the area of interest.,The purpose of the gospel is how to bring about the good news that will bring joy to people.,0.14013671875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,14.013671875,,
Nu siawoe nye vifofo si aƒle wo dome akpa gãtɔ.,These things is the father who will buy most of them.,These things are the roots that hold them firmly in a great bag.,0.2288818359375,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,22.88818359375,,
"Zi geɖe la, wozãa agbeli aŋgbawo alo aŋgba bubu si sɔ na esia.",They usually use cassava leaves or a similar leaf for this.,"In the morning, prepare cassava chips or another suitable snack for this one.",0.501953125,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,50.1953125,,
Woawɔ kpekpe kpui aɖe atsɔ adzro mɔ si dzi sitsoƒedila siawo ato ayi ŋgɔe me.,There will be a brief meeting to discuss the way forward for these refugees.,They held a big meeting to discuss the problems that these teachers are facing in their work.,0.37255859375,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,37.255859375,,
"Ke amekae nènye be nàgblɔ na nunɔla la be eƒe aɖuwo biã? Ne èfe kplii hã la, atsɔ wò ade gaxɔ me.","but who are you to tell the priest that his teeth are red? If you play with him too, he will put you in prison.","Who is it that you want to tell the priest that his sins are many? If it is his fault too, you will put him in trouble.",0.451904296875,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,45.1904296875,,
"Nusi wogblɔna zi geɖe enye be, ne nyɔnua wɔe nenema la, ana vidzĩ si le dɔ me madze tugbe alo dze de ka o.","What they normally say is that, if the woman does that, it will make the unborn baby not to look beautiful or handsome.","The main thing the prophet said is that if a woman does that, then the pregnancy in her womb will either be lost or will not develop at all.",0.6787109375,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,67.87109375,,
Woakpɔ mɔnu siwo katã wozãna tsɔ wɔa dɔ nyuie la dze sii.,All techniques used in improving production will be seen.,They carefully examined all the things they had done to make sure everything was in good order.,0.385009765625,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,38.5009765625,,
"Le afisia hã la, mɔzɔla siwo tso Accra yi Tamale axe GH 240.00. Mina míalé ŋku ɖe asi yeye siwo VIP JEOUN ɖe gbeƒãe fifia ŋu","Again, travelers from Accra to Tamale will pay GH?240.00. Lets look at the new prices VIP JEOUN has now announced",The new announcement is that transport fares from Accra to Tamale are now GH₵240.00. Let us keep an eye on the new developments that VIP JEOUN will bring out soon.,0.8017578125,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,80.17578125,,
"Àɖo ŋku edzi be míekpɔe le sinima aɖewo abe ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter""  kple sinima bubuwo me.","You will recall that we saw her in some movies like ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter"" and other movies.","I saw that we watched movies like ""The Weeping Soul, The Maid, Dumebi the Dirty Girl, Heart of a Fighter"" and other films.",0.5068359375,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,50.68359375,,
Wode asi nubabla aɖe te ɖe nutome gãwo ƒe dɔwɔwɔ ŋu,An agreement was signed for regional development .,Put some little effort into the great works of the world.,0.053802490234375,ewe-eng,ewe,eng,gpt-5.1,output/ewe-eng/ewe-eng_gpt-5.1.csv,5.3802490234375,,
