text,ref,translated,source_zip_file
"Enɔ ɖevi si gbɔ wòtso, eye wònɔ kɔƒea me, le ŋuve me kple ƒu si te ɖe ƒu la ŋu.","He lived a carefree childhood, spent in the village, in the bush, and on the nearby sea.","{""result"":""The boy was born in a town called Sychar, near the lake.""}",run_1
Eyae nye agbanɔamedzi be dziɖuɖua nakpɔ egbɔ be atike vɔ̃ɖiwo li le kɔdzi.,It's the government's responsibility to make sure there are drugs in hospitals.,"{""result"":""It is the responsibility of the government to ensure that drugs are available in hospitals.""}",run_1
"Kpɔ nyuie, tsɔ aʋawɔnu vɔ̃ɖiwo kpe ɖe fiafitɔwo ŋu.","Be careful, thieves carry dangerous weapons along with them.","{""result"":""Beware of the evil weapon.""}",run_1
Mele be nàƒo nu le telefon dzi esime nèle ʋu kum o elabena wolée le esi wòku ʋu ŋumaɖɔɖotɔe ta.,You should not talk on the phone while driving as He was arrested for driving recklessly.,"{""result"":""You should not use your phone while driving because you could get arrested for reckless driving.""}",run_1
"Alesi atiglinyia ƒe ŋutigbalẽ sɔe nye be wòaɖe nyɔnuvi ƒewuivi si le sɔhɛmenɔɣi ƒe kɔnuwo me tom afia be, abe alesi lãa sesẽ ene la, nenemae wòle be wòasẽ ŋu nenema ke le agbe me.","The relevance of the elephant skin is to show the teenage girl going through the puberty rites that, just as the meat is hard, that's how strong she should equally be in life.","{""result"":""The elephant's skin is a perfect example to a teenage girl who is going through puberty that, just as the animal is tough, so must it be in life.""}",run_1
"Esia fia kɔte be, Fianyɔnua ƒe dɔe wònye be wòatia amesi dze tso fiaƒomea me","This clearly signify, it is the role of the Queenmother to select the qualify candidate from the royal family","{""result"":""This clearly means that it is the Queen's job to choose the rightful member of the royal family.""}",run_1
"Ŋutifafa, ɖoɖowɔwɔ kple dedienɔnɔ ƒe gbedeasi ye sinimaa la nɔ gbeƒã ɖem.","The film was preaching the word of peace, order and stability.","{""result"":""The film preached a message of peace, order, and security.""}",run_1
Ame geɖewo xɔ tso lãmeka falɛfalɛa me le esi wokpɔe be lãmesẽnyawo le míaƒe lãmesẽnyawo ŋu,A good number of people have recovered from the coronavirus proving that we have a strong health sector,"{""result"":""Many people have been saved from muscle spasms because they realize that our health is about health.""}",run_1
Nuɖuɖu deŋgɔwo le abe amegbetɔwo ƒe agbe me.,Beans contain a high food value for human life.,"{""result"":""Good food is like human life.""}",run_1
Nyɔnu aɖewo yia ŋgɔ wu ɣleti asieke siwo wofɔ fufɔfɔ ɖo la dometɔ aɖewo.,Some women go beyond or below the supposed nine months of their pregnancy.,"{""result"":""Some women go on to have a baby nine months later.""}",run_1
"Eɖe srɔ̃ esime wòxɔ ƒe wuienyi eye eya hã nɔ dɔ wɔm le ketekedzeƒea, eye esi wòxɔ ƒe wuiasieke la, edzi nyɔnuvi.","He married at the age of eighteen also working at the railway station, at the age of nineteen he had a daughter.","{""result"":""She was married when she was eighteen and worked at the railway station, and when she turned nineteen she gave birth to a daughter.""}",run_1
"Enye nunyala, eye wòtea ŋu wɔa nu ɖe dukɔ sia ƒe kplɔla ŋu.",She is a wise and capable leader for this country.,"{""result"":""He is wise, and he can deal with the leader of this people.""}",run_1
Ekpena ɖe amegbetɔ ƒe susu ƒe dɔwɔwɔ nyuie ŋu,It helps in the efficiency of the human mind,"{""result"":""It helps the human brain to function properly""}",run_1
"Le ƒe 2020 me la, wowɔ numekuku le sukudede kple sukudede ŋu le Ghana afisia. When the investigation ended, some of the things that came to light are as follows.","In 2020, a survey of schooling and education was conducted here in Ghana. When the investigation ended, some of the things that came to light are as follows.","{""result"":""In 2020, a survey was conducted on education and education in Ghana. When the investigation ended, some of the things that came to light are as follows.""}",run_1
Míate ŋu aƒo nya ta tso esia me be ame ɖesiaɖe ƒe ɣeyiɣi si wòtsɔna kpɔa dzidzedze la le etɔxɛ.,We can infer from this that each person's time to success is unique.,"{""result"":""We can conclude from this that the time it takes to succeed is different for each individual.""}",run_1
"Nyateƒee, kɔnu kple akpa siawo katã ɖe Fianyɔnu Dada ƒe vevienyenye kple vevienyenye fia le Akantɔwo ƒe dekɔnuwo kple hadomegbenɔnɔ me. Ẽ, le Akantɔwo ƒe hadomegbenɔnɔ me la, Fianyɔnu vidada geɖewo ɖu fia kpe ɖe Fiawo ŋu.","Indeed, all these customs and roles signify the importance and relevance of the Queenmother in Akans' culture and society. Yes, in the Akan society, many Queenmothers have reigned alongside Kings.","{""result"":""Indeed, all these rituals and aspects reflect the importance and importance of the Queen Mother in Akan culture and society.""}",run_1
Sɔhɛ siawo ƒe gãtɔ le atike vɔ̃ɖi zazã me.,Majority of the youth are involved in drug abuse.,"{""result"":""Most of these young people are addicted to drugs.""}",run_1
"Azɔ hã, aɖuɖɔɖɔɖɔ kple lũhɛ kpena ɖe ame ŋu wòɖea aɖi ɖesiaɖe ɖa le ŋutilãa me.","Also, rubbing the gums with a razor helps to remove any toxins from the body.","{""result"":""Also, urine and feces help to remove toxins from the body.""}",run_1
"Ŋkeke kɔkɔe siawo dzɔna le Kwasiɖagbe, Dzoɖa, Braɖa, Kuda, Fiɖa kple Memleɖagbe.","These sacred days occurs on Sunday, Monday, Tuesday, Wednesday, Friday and Saturday.","{""result"":""These holy days are Sunday, Monday, Tuesday, Wednesday, Friday, and Saturday.""}",run_1
"Esi wònɔ nu ƒom le Kwame Nkrumah Dzɔdzɔmeŋutinunya kple Mɔ̃ɖaŋununya Yunivɛsiti (KNUST) le woƒe ƒe 40 xɔxɔ le nusiwo wogbugbɔ zãna me la, ekpɔ be manyo ne wokpɔ nuwɔna sia ƒomevi eye woŋe aɖaba ƒu wo dzi o, ne wokpɔ nusiwo tsi tre ɖe se ŋu.","When he was speaking in the Kwame Nkrumah University of Science and Technology (KNUST) during their 40th anniversary in recycling, he saw that it wouldn't be nice if they see this kind of practices and ignored them, when they see things against the law happening.","{""result"":""Speaking at the Kwame Nkrumah University of Science and Technology (KNUST) on their 40th anniversary of recycling, he felt that such practices should not be seen and ignored, that they should be illegal.""}",run_1
"Ɣebubuɣiwo hã ne wokpɔ deti ƒe aŋgbawo le anyigba aɖe dzi la, efia be wole nya hem le anyigbaa ŋu.","Other times, too, when palm fronds are seen on a piece of land, it indicates litigation over the land.","{""result"":""At other times, when palm leaves are seen in a field, it is a sign of controversy over the land.""}",run_1
"Le nyateƒe me la, esime esia nɔ edzi yim la, amewo nɔ anyi, siwo dome ɖevia dada hã nɔ, gake wo dometɔ aɖeke mete ŋu ɖo aɖaŋu na tagbɔsesẽtɔ la be wòadzudzɔ ɖevia ƒoƒo o.","In fact, while this was going on, there were people, including the child's mother, but none of them could advise the crazy man to stop beating the child.","{""result"":""No one spoke to the demon, including the girl's mother.""}",run_1
Numekulawo ɖee fia be tsinono ɖea sukli ƒe agbɔsɔsɔ si le ŋutilã me dzi kpɔtɔna eye wòkpɔa ame ta tso suklidɔ me elabena nunyiamewo abe Vitamin kple bubuawo yɔ tsi me fũ,Researchers have shown that drinking water reduces the amount of glucose in the body and protects against diabetes as water is full of nutrients like Vitamin and others,"{""result"":""Researchers have shown that drinking water reduces blood sugar and protects against diabetes because it is rich in vitamins and other nutrients""}",run_1
Zimenɔla la ɖe gbeƒãe be yewoaɖo dedienɔnɔdzikpɔla bubuwo ɖe zã me.,The chairman announced the deployment of more security forces in the night.,"{""result"":""The mayor announced that additional guards would be sent out at night.""}",run_1
Woaɖo xɔdzisasrãwo ɖe atikplɔƒea hena dedienɔnɔ.,A fence will be built around the staff quarters for security.,"{""result"":""Roofs will be installed on the logs for safety.""}",run_1
Míayi edzi alé ŋku ɖe tsaɖilawo ƒe teƒe bubu siwo le Ashanti nutoa me ŋu le míaƒe nusɔsrɔ̃ si gbɔna me.,we will continue look at the other tourist site in the Ahanti region in our next lesson.,"{""result"":""We will continue to look at other tourist sites in the Ashanti region in our next study.""}",run_1
Wogblɔ be adzodada si Nana Agradaa zã tsɔ xɔ ga le ameawo si la ɖo eƒe gbedoxɔ me fifia.,It is said that the extortion used by Nana Agradaa to extort money from the people has now reached his temple.,"{""result"":""It is said that the robbery Nana Agradaa used to extort money from the people is now in her temple.""}",run_1
"Ne èkpɔ nusiawo katã la, efia be no me kansa le nu gblẽm le wò susu ŋu, Kpɔ wò ɖɔkta enumake.","If you see all these, it means that breast cancer is killing your memory, See your doctor immediately.","{""result"":""If you see all these signs, it could be breast cancer that is affecting your brain, so see your doctor immediately.""}",run_1
"Ehiã be ame nate ŋu atsɔ nu siwo katã nye koléra (le kpɔɖeŋu me, nudodowo, nudodowo kple kpluwo me) la aƒle ahawɔ wo ɖokuiwo nyuie.","Proper disposal and treatment of all materials that may have come into contact with the feces of other people with cholera (e.g., clothing, bedding, etc.) are essential.","{""result"":""People need to be able to buy and maintain all the items that contain cholera (such as clothing, blankets, and cups).""}",run_1
Amewo dina ɣesiaɣi be nu nyuitɔ na yewo ɖokuiwo nenye be edi be yewodzudzɔ dɔwɔwɔ hã.,People always want the best for themselves even if it requires them to stop working.,"{""result"":""People always want the best for themselves when they want to retire.""}",run_1
Wokpe amedzrowo be woade poliswo ƒe dɔwɔƒea.,Residents were invited to attend the grand opening of the police station.,"{""result"":""Visitors were invited to the police station.""}",run_1
Dziɖuɖua le klalo be yeaɖe gbeƒã asi yeye siwo woatsɔ akpe ɖe kokoo ƒe asiwo ŋu le kwasiɖa si gbɔna ƒe ŋkeke gbãtɔ dzi ne wodze ɣeyiɣi kple teƒe siwo woawɔ kokoo la gɔme.,The government is ready to announce the new prices that would be added to the coco prices on the first day of the week coming when they launch the time and places for the cocoa.,"{""result"":""The government is ready to announce new prices for coconut prices on the first day of next week when the coconuts will be available.""}",run_1
Nutoa me ŋgɔnɔlawo ɖoe be yewoakpɔ ale si nutoa me tɔwo wɔa dɔe.,Local leaders have plans underway to ensure regional development .,"{""result"":""The leaders of the community decided to see how the people of the area worked.""}",run_1
"Le esiawo katã me la, NPP ƒe Sewɔtakpekpe me tɔwo meda asi ɖe NDC ƒe Sewɔtakpekpe me tɔwo ƒe biabia dzi o. Woɖe eme be togbɔ be yewodi be woaɖe Ganyawo ƒe Dɔdzikpɔla le dɔme hã la, yewoazã yewoƒe ŋutetewo.","Within all this, the NPP Members of Parliament did not support NDC Members of Parliament request. They explained that although they want the Finance Minister to be sack but they will use their means","{""result"":""In all this, the NPP MPs did not agree with the NDC MPs' request, explaining that although they wanted to dismiss the Finance Minister, they would use their powers.""}",run_1
"Ebia tso dziɖuɖua si be wòava kpe ɖe Bomaaman ŋu, elabena wokplɔa wo yia afisiafi","He asked the government to come to the aid of Bomaaman, because they are taken away everywhere","{""result"":""He asked the government to help Bomaaman, because they are being taken everywhere""}",run_1
"Ŋku- bli, karɔt, koklozi, ayi, atadi, salmon, nagoti.","Eyes- maize, carrots, eggs, beans, pepper, salmon, sweet potato.","{""result"":""Corn, carrots, eggs, onions, potatoes, salmon, and goose.""}",run_1
Akɔntabubudɔwɔƒea awɔ etɔ sinua axe fetuawo ɖe game dzi.,The accounts office will do its best to pay the salaries on time.,"{""result"":""The accounting department will do its best to pay the bills on time.""}",run_1
"Sɔhɛ aɖewo metea ŋu xɔa dɔ le sukunuwuɣi o, gake eda ga geɖe ɖe eƒe dɔwo me le nutoa me be wòakpe ɖe nyɔnuwo ŋu be woadzidze aƒemedɔwo ɖe edzi.","Some youths fail to get jobs after graduation, but he has injected more money into his businesses in the area to help women increase household income.","{""result"":""Some young people cannot find jobs after graduation, but she has invested much of her money in community projects to help women to increase household chores.""}",run_1
"Ame aɖewo mehiã ale gbegbe be wometea ŋu wɔa atikewɔnyawo o, eye zi geɖe la, woɖea wo ɖe aga le woƒe aƒewo me.",Some people are too poor to access medical services. They are usually quarantined in their homes.,"{""result"":""Some are too poor to receive medical care, often isolated in their homes.""}",run_1
"Azɔ hã, nyɔnu tsitsi aɖe tso fofoa ƒe ƒomea me xɔ ɖevia eye wòtsɔ avɔ ɣi tsyɔ ɖevia dzi eye ɖevia tasi ayɔ ŋkɔ si vifofoa di be yeatsɔ ana ɖevia.","Also, an old woman from the family of the father recived the child and cover the child with white cloth and the aunty of the child will mention the name that the father wants to give it to the child.","{""result"":""They will come and take him and clothe him with a white robe, and will name him after the name his father had chosen\"".""}",run_1
Ametafatafae nye be woaxɔ ga le ame aɖe si anukwaremaɖimaɖitɔe to ametafatafa alo ameflunyawo me.,Swindle is to get money dishonestly from someone by cheating or deceiving them.,"{""result"":""Fraud is the dishonest use of money by deceit or fraud.""}",run_1
"Sitsoƒedila aɖewo mate ŋu ade dɔwɔƒea o, elabena ame geɖewo dze dɔ le ɣleti sia dzi.",Some refugees cannot attend the workshop because many have fallen sick this month.,"{""result"":""Some refugees cannot attend the workshop because many people get sick during this month.""}",run_1
Nutomekɔmitia kpɔa ame siwo le nutoa me ƒe dedienɔnɔ dzi.,The district committee is responsible for the security of the people in the area.,"{""result"":""The district committee is responsible for the safety of the people in the area.""}",run_1
Míate ŋu akpɔ ŋutete siawo ƒe akpa gãtɔ le ɣeyiɣi aɖewo me.,Most of the skills can be acquired over a given period of time.,"{""result"":""Most of these abilities can be seen at certain times.""}",run_1
"Abe alesi hamemetsitsiwo gblɔe ene la, gbeɖeka le susu aɖe ta míelɔ̃a kpakpaluʋui ƒe dzoa yiyi.","As the elders have said, one day for a reason we love to go to the quail fire.","{""result"":""As the elders said, one day we were going to the butterfly hole for some reason.""}",run_1
"Togbɔ be atike aɖeke meli fifia o hã la, blanuilélenutsitikewo kpena ɖe ame mawo ŋu be woanɔ te ɖe enu vivivi.","Although there is no cure at present, antidepressants help such people to cope slowly.","{""result"":""Although there is no cure, antidepressants help such people to cope with it gradually.""}",run_1
Wona nɔvinyenyɔnu dzea dɔnɔa ƒe ɖɔktawo gbɔ.,My aunt was promoted to the position of senior doctor of the hospital.,"{""result"":""My sister was assigned to the patient's doctors.""}",run_1
"Esi afɔdzia ƒoa ƒu nɔa afima ŋkeke geɖe ta la, ame la sena le eɖokui me be agba le yeƒe ali kple axame me.","Because the solid waste gathers and remains there for days, the person feels heaviness behind the loins and the abdomen.","{""result"":""Because the leg is stuck there for days, the person feels a heavy load on his waist and hips.""}",run_1
Anyigbatata ƒe akpa aɖee nye ale si nàde dzesi mɔnu siwo katã ado dzidzɔ na amee.,Mapping an area involves identifying all the boundaries for the area of interest.,"{""result"":""A map is a way to identify all the roads that will bring joy to a person.""}",run_1
Nu siawoe nye vifofo si aƒle wo dome akpa gãtɔ.,These things is the father who will buy most of them.,"{""result"":""These are the things that most fathers buy.""}",run_1
"Zi geɖe la, wozãa agbeli aŋgbawo alo aŋgba bubu si sɔ na esia.",They usually use cassava leaves or a similar leaf for this.,"{""result"":""Often, olive leaves or other suitable leaves are used.""}",run_1
Woawɔ kpekpe kpui aɖe atsɔ adzro mɔ si dzi sitsoƒedila siawo ato ayi ŋgɔe me.,There will be a brief meeting to discuss the way forward for these refugees.,"{""result"":""A short meeting will be held to discuss the way forward for these refugees.""}",run_1
"Ke amekae nènye be nàgblɔ na nunɔla la be eƒe aɖuwo biã? Ne èfe kplii hã la, atsɔ wò ade gaxɔ me.","but who are you to tell the priest that his teeth are red? If you play with him too, he will put you in prison.","{""result"":""Who are you to say to a priest, 'Your teeth are red'? Or to play the game with him, 'You will be thrown into prison.'""}",run_1
"Nusi wogblɔna zi geɖe enye be, ne nyɔnua wɔe nenema la, ana vidzĩ si le dɔ me madze tugbe alo dze de ka o.","What they normally say is that, if the woman does that, it will make the unborn baby not to look beautiful or handsome.","{""result"":""It is often said that this would make the unborn child unattractive or unattractive.""}",run_1
Woakpɔ mɔnu siwo katã wozãna tsɔ wɔa dɔ nyuie la dze sii.,All techniques used in improving production will be seen.,"{""result"":""They will be able to identify all the methods used to make it work properly.""}",run_1
"Le afisia hã la, mɔzɔla siwo tso Accra yi Tamale axe GH 240.00. Mina míalé ŋku ɖe asi yeye siwo VIP JEOUN ɖe gbeƒãe fifia ŋu","Again, travelers from Accra to Tamale will pay GH?240.00. Lets look at the new prices VIP JEOUN has now announced","{""result"":""Here again, passengers from Accra to Tamale will pay GH 240.00.""}",run_1
"Àɖo ŋku edzi be míekpɔe le sinima aɖewo abe ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter""  kple sinima bubuwo me.","You will recall that we saw her in some movies like ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter"" and other movies.","{""result"":""You may remember seeing it in movies like \""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter\"" and others.""}",run_1
Wode asi nubabla aɖe te ɖe nutome gãwo ƒe dɔwɔwɔ ŋu,An agreement was signed for regional development .,"{""result"":""An agreement on the operation of the districts was signed""}",run_1
"Zi geɖe la, hamemegãwo ɖea nunya si le ""ƒoƒo atraɖii, gbãa ati"" me fiana.","The elders often express the wisdom of ""continuous hitting, breaks the wood.""","{""result"":""Often, elders show the wisdom of \""beating a tree, cutting down a tree\"".""}",run_1
Menye ɖeviwo katãe nèdina ne ètsi o.,Not everything you want as a child you get when you grow old.,"{""result"":""Not all children are what you want when you grow up.""}",run_1
Ame sia ate ŋu ata avɔ sia atsɔ aɖo dzesiwo ɖe amesiwo nɔa te ɖe eŋu la ŋu.,This person can wear this cloth to send signals to those who depend on him.,"{""result"":""This person can wear this cloth as a sign for those who are dependent on him.""}",run_1
Ele be ŋutsuwo nate ŋu awɔ dɔ sesĩe ale be woakpe ɖe yewoƒe ƒomea ŋu.,Men must work hard in order to support their families.,"{""result"":""Husbands should work hard to provide for their families.""}",run_1
Edze egɔme va se ɖe esime wònɔ tɔdziʋu aɖeke me o va se ɖe esime wònɔ tɔdziʋua me.,She started without a having designate orphanage house until she owned one.,"{""result"":""He started to cry until he was in a boat.""}",run_1
Ele be woadze agbagba ɖesiaɖe awɔ wɔna kple nuƒo vovovowo le teƒe siwo le se nu alo le dziɖuɖua ƒe xɔwo me;,They must make every effort to hold various events and lectures in lawful places or buildings of the government;,"{""result"":""Every effort should be made to organize various events and presentations in official venues or in government buildings;""}",run_1
"Le esi teƒe be woazã aŋgbawo le mɔ xoxoa nu atsɔ axlɔ̃ nu amewo tso mɔ̃ siwo me afɔku le la ŋu la, fifia wotea avɔ dzĩwo ɖe mɔ̃ vɔ̃ɖiawo ŋu.","Instead of the old method of using leaves to alert people about the deadly traps that have been set, strips of red cloth are now knotted around the harmful traps.","{""result"":""Instead of the old-fashioned warning signs of dangerous traps, red lines are now used to warn people of dangerous ones.""}",run_1
Eŋutinunyalawo kple dɔwɔƒegã siwo ate ŋu akpɔ nutoa me dziɖuɖu ƒe dɔwo gbɔ le nutome la me.,The district has experts and bureaucrats who can handle local government projects.,"{""result"":""Its experts and headquarters can handle local government functions in the region.""}",run_1
"Le míaƒe dzɔdzɔmeŋutinunya gɔmesese si le ta kekem ta la, womegatsɔa dɔléle siwo xɔa ame me doa ƒome kple dzixɔse siwo do xoxo o, ke boŋ wozãa atikewɔwɔmɔnu deŋgɔwo tsɔ daa dɔe.","Because of our expanding understanding of science, infectious diseases are no longer associated with outdated belief systems and are instead treated using cutting-edge medical procedures.","{""result"":""With our growing scientific knowledge, infectious diseases are no longer linked to superstitions but are treated with advanced medical techniques.""}",run_1
Ghanaitɔ geɖewo ahe to na ame ale gbegbe nenye be coronavirus le abe Ebola ene,Many Ghanaians would be so disciplined if coronavirus was like Ebola.,"{""result"":""Many Ghanaians would be very punitive if the coronavirus was Ebola-like.""}",run_1
Nutomeƒlelawo nye dugã ƒe teƒenɔlawo le woƒe nutoa me.,Resident district commissioners are representatives of the president in their district.,"{""result"":""Local merchants are the representatives of the city in their area.""}",run_1
"Esi woɖe asi le eŋu le gaxɔ me le ƒe 1966 me la, Dr.Ebenezer Ako-Adjei megakpɔ gome le Ghana dunyahehe me abe alesi wòwɔe tsã ene o.","After his release from prison in 1966, Dr.Ebenezer Ako-Adjei no longer participated in Ghanaian politics as he had done before.","{""result"":""After his release from prison in 1966, Dr. Ebenezer Ako-Adjei did not participate in Ghanaian politics as he had in the past.""}",run_1
Woƒe fia kɔkɔtɔ enye Asante fia Dwaben fia Nana Yaw Sarpong nye wo vi atɔ̃lia.,Their highest king is Asante king the king of Dwaben Nana Yaw Sarpong is their fifth child.,"{""result"":""Their supreme ruler is the Asante king Dwaben king Nana Yaw Sarpong is their fifth child.""}",run_1
"Woƒe kɔnyinyiwoe nye be woanɔ fia vɔ̃ɖi si nye Togbe Agorkoli (Agorkoli) te, eye ale be woate ŋu asi le eƒe dziɖuɖu sesẽ la me ale be woawɔ do aɖe le gli si ƒo xlã woƒe dua me la me.","Oral tradition has it that they lived under a wicked king, Togbe Agorkoli ( Agor Akorli), and in order to escape his tyrannical rule they had to create a hole in the mud wall that surrounded their town.","{""result"":""Their tradition was to live under the evil Mountain King Agorkoli (Agorkoli), and to escape his powerful rule by digging a hole in the wall around their city.""}",run_1
Nɔ ŋudzɔ ɖe ame si nèɖe asi le viwòa ŋu la ŋu!,Be careful with the person you leave your child with!,"{""result"":""Be careful who you let your child go to!""}",run_1
"Te ɖe amesiwo doa dzidzɔ na wò ŋu, eye nàyi teƒe siwo ana nàkpɔ dzidzɔ.","Approach those who make you happy, and go to places that make you feel happy.","{""result"":""Be close to people who enjoy you, and go to places that make you happy.""}",run_1
Womete ŋu wɔ ɖoɖo ɖe ʋuɖoɖoa ŋu le ga sue si le wo si ta.,They failed to organize the transport because of the limited funds.,"{""result"":""They could not arrange transportation because of limited funds.""}",run_1
Ele be amewo nakpɔ gome le asitsatsa me eye woana woaƒe gbe nanyo ɖedzi.,People should engage in business and improve their standards of living.,"{""result"":""People should be allowed to participate in the business and their voices should be heard.""}",run_1
"Le afisia hã la, nu etɔ̃liae nye koklolã si woɖa.","Again, the third ingredient is cooked chicken.","{""result"":""Again, the third ingredient is a roasted egg.""}",run_1
"Ne èlia ati nyui aɖe si me atikutsetsewo le lae míenaa tutu wò be nàŋe, elabena wonya be ne edo nyuie la, yewoƒe gome anɔ yewo si.","it is when you climb a good tree with fruits that we give you a push so pluck, because they know when it comes out good, they will have their share.","{""result"":""When we plant a good tree, we cut it down with a plow, knowing that we too will share in the fruit.""}",run_1
"Hekpe ɖe gadzraɖoƒewo ŋu la, afi kae nutoa me akpa gãtɔ zãa ga le?","Besides banks, where do most locals borrow money from?","{""result"":""Besides banks, where do most people in the community spend their money?""}",run_1
1. Ŋutinyagbɔgblɔ: Esia nye fefe ƒomevi aɖe si ame tsitsiwo kple ɖeviwo siaa ate ŋu awɔ. Fefe sia ƒomevi nyea fiẽsi me esime dzinu bliboa dzena zi geɖe,1. Storytelling: This is a type of game that can be play by both old and young. This type of game is mostly play in the evening when the full moon is visible,"{""result"":""1. Plot: This is a game that can be played by both adults and children.""}",run_1
Wobia tso asitsalawo si be woalé lãmesẽnyawo ƒe mɔfiamewo me ɖe asi hafi ate ŋu anɔ te ɖe dɔlélea nu.,Market vendors were asked to follow the health guiderines to survive the pandemic.,"{""result"":""Businesses are required to adhere to health standards in order to cope with the disease.""}",run_1
"Hafi amewo nakpɔ nunya le dɔwɔwɔ kple mɔ̃wo me la, kadodomɔnu kple alesi wonɔa agbee nɔ Akantɔwo si.","Before people got wisdom in working with machines, the Akans had ways of communication and how they led their life.","{""result"":""Before humans developed the ability to work with machines, the Akan people had a way of communication and a way to live.""}",run_1
"Togbɔ be dɔléle sia mebɔ ɖe ame geɖe me o hã la, afɔku le eme na amesiwo ŋu dɔléle sia le ŋutɔ.","Although this disease is rare in many people, it is very dangerous for those who have this disease.","{""result"":""Although this condition is rare, it is very dangerous for those who have it.""}",run_1
Dukplɔla ƒe kpeɖeŋutɔ si li fifia nye tiatiawɔha ƒe zimenɔla tsã.,The current vice president previously served as chairman of the electoral commission.,"{""result"":""The current vice president is a former president of the electoral commission.""}",run_1
Wode se nɛ tso afima be wòaɖo dze kple Chelse ƒe ƒuƒoƒoa ƒe dɔdzikpɔlawo le telefon dzi.,They instructed him from there to have a chat with the Chelse team managementon phone.,"{""result"":""From there he was ordered to telephone the management of the Chelsea club.""}",run_1
"Ele be woabu dziɖuɖumegãwo ƒe dzeɖoɖowo ŋu vevie, elabena zi geɖe la, nyatakaka veviwo, mɔfiamewo alo mɔfiame vevi siwo dzi dziɖuɖua le la gblɔm.","Official communication should be taken seriously, as it often conveys important information, instructions, or policies from authoritative sources.","{""result"":""Official communications should be carefully considered, since they often convey important information, directives, or policies of the government.""}",run_1
Ɣeyiɣi didi: Dɔmeɖui si nɔa anyi ɣleti ade alo esi wu nenema.,Long-term: Constipation that lasts for six months or more.,"{""result"":""Duration: A fever that lasts six months or longer.""}",run_1
Ele be woadze agbagba akpɔ kuxi tɔxɛ siwo nyɔnuviwo doa goe le sukudede le dukɔa me gbɔ.,Efforts need to be made to address the specific challenges faced by girls in accessing education in the country.,"{""result"":""They should try to address the unique challenges girls face in education in the country.""}",run_1
