text,ref,Unnamed: 2,Unnamed: 3,translated,similarity_score
"Mo mmienu nyi nna bi nsi hᴐ a mode bԑyԑ biribi soronko koraa; sԑ ԑyԑ agodie, mpaebᴐ, anaa sԑ morekᴐgye moani abᴐ mu wᴐ baabi soronko bi wc berԑ soronko bi mu.","Set aside days for the two of you to do something completely different; whether it is playing, praying, or having fun together in a special place at a special time.",,,"{""result"":""You both set aside days to do something completely different; whether it's play, pray, or hang out in a different place at a different time.""}",0.49755859375
Ɛnneɛ adɛn na wonkyɛ mma afoforɔ na wɔn nso nnya mu kyɛfa?,So why not share it with others so they can share in it?,,,"{""result"":""Why do you not give to others and have a share?""}",0.4306640625
Ebi nni ho nso a wɔtwerɛ no sɛ ɔyɛ 'negative'.,"if some is not there, they write it negative.",,,"{""result"":""It is also not marked as 'negative'.""}",0.6044921875
Adidie basabasa bi te sɛ asikyire anaa adɔkɔdɔkɔ nnuanedie bebree nso tumi kɔfa saa yadeɛ yi ba.,eating more sugar or eating more sweet foods can also cause this disease.,,,"{""result"":""A dietary disorder such as high sugar or sugary foods can also cause this disease.""}",0.63720703125
"Afei nso, wɔsan kyerɛ sɛ, salmɔn tumi boa ma nipadua no nya Vaetamɛn D a ɛboa ma apemfoɔ ne abɔfra no nyinaa nnompe mu yɛ den na wɔsan nya apɔmuden pa nso.","In addition, salmon is also shown to provide vitamin D, which helps to strengthen bones and restore good health in both the mother and child.",,,"{""result"":""It is also said that salmon can help the body produce vitamin D, which helps in the development of strong bones and good health in both infants and children.""}",0.857421875
Sԑ wo ne obi de paneԑ koro anaa nneԑma a wᴐde yԑ nnuro ho adwuma,If you share the same pants or equipment,,,"{""result"":""If you are using the same medication or ingredients with someone else""}",0.25
"Amansini nnan binom wɔ hɔ a, ɛwom sɛ wɔn ho kyere wɔn deɛ, nanso ɛnyɛ nea ano yɛ den sɛ nkaeɛ a yɛabobɔ so no.","there are four other districts, though they also live in poverty, but it is not all that serious as those that have been mentioned.",,,"{""result"":""And the children of Israel were ashamed, and they were afraid, and said, \""Why are we so afraid?""}",0.08868408203125
"Yei kyerɛ sɛ, ɔdii adeɛ mfeɛ aduoson ne nnafua ahanu ne dunan.","This shows that she reigned as a Queen for seventy (70) years, two hundred and fourteen(214) days.",,,"{""result"":""And he reigned for seventy years, two hundred and fourteen days.""}",0.6298828125
"Nanso, wɔn a wɔdua tɔn no deɛ, wɔdua nnɔbaeɛ baako pɛ wɔ asase kɛseɛ pa ara so.","However, the ton growers grow only one crop on a very large area.",,,"{""result"":""But the farmers who sell them, they only plant one crop in a large and good soil.""}",0.50439453125
Afei pra wo dan mu berɛ biara na siesie hɔ.,Then clean and tidy your room regularly.,,,"{""result"":""Then clean and tidy your room regularly.""}",0.55029296875
"Awofoɔ, momma mo anom nsɛm nyɛ nhyira deɛ wɔ mo mma so.","Parents, let your words be a blessing to your children.",,,"{""result"":""Fathers, let your mouth be a blessing to your children.""}",0.5068359375
"Saa nsa mmienu yinom mu na wɔtumi noa, sɔne so, bɛnya apɛtɛsi.",From these two wines is where they are able to produce the alcoholic beverage called akpeteshie.,,,"{""result"":""And the people of Israel were very angry with the king, and they said, \""We have no power to do this.""}",0.081298828125
Nnawɔtwe yi ahyɛaseɛ mu ara na Ghana sikakorabea ne sikakorabea ahodoɔ ne mpanimfoɔ a wɔda sikakorabea a ɛsesa sika kɔ sika foforɔ mu no hyiaeɛ.,"At the beginning of this week, the Ghana Bankers Association held a meeting with the Bank of Ghana to discuss strategies and measures for effectively managing the country's financial resources.",,,"{""result"":""Earlier this week, Ghana's central bank and central banks met with senior officials from the central banks that convert money into other currencies.""}",0.5302734375
"Tete no, na sɛ ɔbaa anaa ɔbarima bi nwo a, wɔtumi gyina so gu awareɛ no.","In the olden  days, if a man or a woman is impotent, they sometimes rely on it to de-solve the marriage.",,,"{""result"":""In ancient times, divorce was a legal ground for divorce.""}",0.313232421875
"Anas Aremeyaw Anas de too dwa sɛ, Owura Charles Adu Boahen kaa sɛ, ""Sika a Ɔmanpanin abɛdiakyire no hia ara ne Amerika sika $200,000 a ɛbɛdi adanseɛ sɛ onipa a ɔrehwehwɛ adwuma no ayɛ krado sɛ ɔpɛ sɛ ɔhunu no ne no di nkitaho biara a ɛfa adwuma no ho sɛdeɛ ɛsɛ.","Anas Aremeyaw Anas announced that Mr. Charles Adu Boahen said, ""The only money the Vice President needs is US$200,000 to prove that the person applying for the job is willing to see him and make any contact with him of the work properly.",,,"{""result"":""Anas Aremeyaw Anas reported that Sir Charles Adu Boahen said, \""The next President needs only $200,000 in cash to prove that the candidate is willing to see him and to have any communication with him about the job properly\"".""}",0.80908203125
"Ɛno nti, εyε a ᴐmpε sε ᴐbεhunu saa asεm no bi anaa biribi a εte saa.","Therefore, sometimes he may not want to experience that incident or something of that sort.",,,"{""result"":""So you don't want to hear about that stuff or anything like that.""}",0.257568359375
"Ɛno nti, Akanfoɔ ntoto abadintoɔ amammerɛ yi ase koraa.","Therefore, the Akans do not overlook this traditional naming culture at all.",,,"{""result"":""Therefore, Akans do not value this tradition of the dynasty.""}",0.321044921875
"Nsɛm bi a ekuo no de too dwa mu no, wɔkaa sɛ, wɔgye tom sɛ fangoo boɔ ayɛ den wɔ ɔman yi mu baabiara deɛ, nanso ɛsɛ sɛ aban no hunu sɛ ɛpokorɔ adwuma no nte sɛ nnwuma nkaeɛ no a wɔtumi yɛ no berɛ biara no.","The group continued that, they agree that the price of the fuel is expensive but the government should subsidies the price for them because seasonal variation of their work",,,"{""result"":""The report, which was released by the committee, said that while the price of oil has risen throughout the country, the government should recognize that the oil industry is not like other industries that can be done at any time.""}",0.49658203125
"Nipa no bɛtaa adwonsɔ bebree, afei sukɔm ne ɛkɔm taa di no ntɛntɛm so.","The person will have much frequent urinal discharge, then frequent thirst and hunger.",,,"{""result"":""And he shall eat the flesh of the beast, and shall be hungry and thirsty, and his flesh shall be in the midst of the waters.""}",0.13671875
"Wɔkyerɛ sɛ, yei bɛtumi aboa ama dwonsɔtwaa mu yareɛ a apemfoɔ taa nya no, wɔatumi akwati.","This is said to help prevent urinary tract disease, which is common in pregnant women.",,,"{""result"":""It is suggested that this may help prevent the common cold, which affects thousands.""}",0.305908203125
"Nanso sɛdeɛ ɛbɛyɛ a wobɛhunu wo gyinabea ntɛm nti, bɔ mmɔden hunu wo dɔkota ntɛm so berɛ a wobɛhunu badwoa yi no, na woatumi ako atia yadeɛ no ntɛm so.","But in order to know your status quickly, try to see your doctor as soon as you notice these symptoms, so that you can fight the disease quickly.",,,"{""result"":""However, to get an early diagnosis, try to see your doctor as soon as you see this tumor, so you can fight the disease as soon.""}",0.42431640625
N’abusua ne n’agyapadeε.,His family is his properties.,,,"{""result"":""Family and inheritance.""}",0.4208984375
"Afei nso, ɛsɛ sɛ wɔyɛ nhwehwɛmu kɔ akyiri na wɔhunu sɛdeɛ ɔmanfoɔ asetena teɛ, na ama wɔatumi de nneɛma a ɛbɛma wɔn astena atu mpɔn no ama wɔn.","and again, they have to do a comprehensive research to know more about the life of the people, so it can guide them to provide good developmental project for the people.",,,"{""result"":""They also need to do more research and understand the social status of the population, so that they can provide the necessary resources to improve their lives.""}",0.68017578125
"Kwadu so mfasoɔ foforɔ nso ne sɛ, ɛwɔ nnuanennuro bi a wɔfrɛ no faeba a ɛboa si ayamtim ano kwan.",Another benefit of quail is that it contains fiber which helps prevent asthma.,,,"{""result"":""The most commonly used type of protein in the diet is wheat.""}",0.264892578125
Afei yɛhunu bamkyiniɛ a Nyankontɔn ahosuoa ahodoɔ no bi wɔ mu a na ɛkyerɛ bɛn a saa hene no ne ne man bɛn Onyankopɔn.,A king's umbrella bearing some colors of the rainbow denotes the closeness of that king and his people to God.,,,"{""result"":""And we see a young lion with a rainbow in his forehead, which signifies the nearness of the king and his people to God.""}",0.60888671875
"Nwiram adwuma binom te sɛ kuayɔ, ahayɔ ne abɛtwa ne adwuma titire a na yɛn nananom yɛ.","Our ancestors worked primarily in the forest doing things like farming, hunting, and tapping palms for wine.",,,"{""result"":""Some agricultural activities, such as farming, hunting, and harvesting, were the main occupations of our ancestors.""}",0.65869140625
"Okuani bi a wɔfrɛ no Stephen Beyuo bɔ abubuo aberɛ nyinaa sɛ, deɛ ɛsoso no adaeɛ bɔne wɔ kuayɛ mu ne sɛ ɔbɛyɛ awie ama nnɔbaeɛ no aba na ɔnnya kaa mma no nkɔfa, ɛsiane kwan no nti.",A farmer named Stephen Beyuo always laments that his worst nightmare in farming is to finish the crop and not have enough money to take it because of the road.,,,"{""result"":""A farmer named Stephen Beyuo always complains that his worst nightmare in farming is to finish the crop and not let his children go, because of the road.""}",0.70263671875
"Martin Kpebu a ɔyɛ ankorɛankorɛ mmaranimni a ɔrepem so sɛ ɛsiane ahokyerɛ ne ahohiahia a ɛrekɔ so wɔ Ghana nti, Ↄmampanin Akufo-Addo bɛsiane afiri ne dibea no so na ɔtaa saa atuateɛ yi akyi.","Martin Kpebu, a private legal practitioner, is pushing for the resignation of President Akufo-Addo over Ghana’s current economic woes.",,,"{""result"":""Martin Kpebu, a private lawyer who is insisting that President Akufo-Addo resign due to the ongoing chaos and hardship in Ghana, is supporting this uprising.""}",0.64208984375
"Awodeԑ ano no wᴐ ᴐfa bi a ԑwᴐ ᴐkwan a ԑda kᴐ “ᴐbaa” no kwan no mu, ne deԑ ԑda awodeԑ no kwan no mu ankasa.","The cervix is located on the side of the opening to the “woman’s” opening, and the one that actually lies inside the opening of the birth canal.",,,"{""result"":""The birth canal is located in the part of the body that is directly in the way of the woman, and the part that is actually in the path of the birth canal.""}",0.6904296875
"Ɔhaw foforɔ nso ne sɛ, ɔbaa bi anhunu yadeɛ yi mu biara ntɛm ansɔ ano na ɔde nyinsɛn a, ɛbɛtumi anya nsunsuansoɔ wɔ abɔfra a ɔnyem noɔ no so ma mpo ɛtumi bɔ akɔkoa no anifira berɛ wawo noɔ no.","Another problem is that, if a woman does not detect any of these diseases early and becomes pregnant, it can affect the unborn child and even cause blindness at birth.",,,"{""result"":""Another problem is that if a woman does not detect any of these diseases early and does not treat them, pregnancy can have serious consequences for the unborn child, even causing blindness after birth.""}",0.853515625
"Ↄkyerɛ mu a, ɔman no asie sika kɔkɔɔ pii a wɔbɛtumi de adi nsesa agye fangoo sɛdeɛ ɛbɛyɛ a fangoo boɔ a ahuri kɔ soro no so bɛte.","He explained that, the country has enough gold to trade for oil in order to reduce the hike in the price of oil.",,,"{""result"":""The country has a large gold reserve that can be used to exchange for oil to reduce the price of oil, which is rising.""}",0.6865234375
Nsuo fitaa bi firi wɔn ase ba.,there is whitish water color coming from their vagina.,,,"{""result"":""A white water flows from their bottom.""}",0.5302734375
"Deɛ nti a ɛte saa ne sɛ, sohyia midia rekyerɛ mmabunu dodoɔ no ara ɔbra a aporɔ na ɛmfata Ɔkani ba.","This is because, social media is training the most of the youths a life which doesn't fit an Akan child.",,,"{""result"":""And the king said unto the king, I will not go in to thee, nor go in unto thee.""}",0.0233612060546875
"Ɛtɔ da mpo a, na wɔtumi de nkyene gu mu toto we no saa ara.",Sometimes it could even be eaten with salt in the same way.,,,"{""result"":""Sometimes salt was added to it to make it look like a wine.""}",0.484375
Saa dwumadie yi kɔɔ so ara nyinieε ama mpo εnnε wokɔ aman ahodoɔ so na wobɔ saa dwumadie no din a afoforɔ bεhunu dwumadie korɔ.,This service continued to grow so that even today you go to different countries and mention the name of the service that others will see the same service.,,,"{""result"":""The project continued to grow and even today, it is being used in different countries to promote the same project.""}",0.42578125
"Sɛ saa nnipa baanu yi bu wɔn ani gu wei so ware a, mmɔfra baanan a wɔbɛwo biara mu no, ɛmu baanu gyɛnotaopo bɛyɛ AS (deɛ ɛho ate kyema kakra), na baanu a aka no nso deɛ ayɛ SS (deɛ ate kyema pa ara).","If these people get married, with all the four children they will produce, two of them will have AS genotype ( half defect), and the other two will be SS ( full defect).",,,"{""result"":""If these two couples ignore this, two of every four children born will have AS (slightly abnormal) and the other two will have SS (very abnormal).""}",0.68359375
"Ԑno nti, ԑhia pa ara sԑ wode nnuane a ԑbԑboa ama w’adene no asi pi asi ta bԑka wo nnuane ho.",That is why it is very essential to include foods that helps the brain in your diet.,,,"{""result"":""Therefore, it is very important to include foods that help your bones to be strong and healthy in your diet.""}",0.387451171875
"Kane a na akuafoɔ mfa nnuro ngugu wɔn nsase ne wɔn nnɔbaeɛ so no, na wɔtumi nya nhabamma, atosodeɛ ne nnuaba binom di de sa wɔn ho yareɛ.","In the past, farmers did not apply pesticides to their lands and crops, and they could eat certain vegetables, fruits, and herbs for healing",,,"{""result"":""The first is the use of the word \""health\"" in the Hebrew Bible.""}",0.29052734375
"Sԑ mfidie mu nkanea ne ᴐhyew kᴐ obi mu pii a, ᴐnya ayamkuro.","If too much outdoor light and heat gets into a person, he gets a cold.",,,"{""result"":""If you have too much electricity and heat, you may develop a heart murmur.""}",0.347412109375
"Afei nso, sɛ wohunu hankɛkyifu a bese, nkosua, aburo, ɛmo ne nneɛma binom a ɛtete saa gugu soɔ wɔ nkwantannan so a, na ɛreka sɛ obi abɛyi ne tiri mmusuo.","Another sign of a ritual to banish ill luck was a handkerchief placed near a four-way intersection containing kola nuts, eggs, corn, rice, and other similar foods.",,,"{""result"":""Also, the sight of roasted chickpeas, eggs, corn, rice, and other items on the sidewalks was a sign of a headache.""}",0.48828125
"Yei nti, na wɔde yɛ nkwan binom te sɛ abunuabunu ne abɛnkwan.","For this reason, it was used in some dishes such as bread and butter.",,,"{""result"":""For this reason, some woods, such as the saddle and the sling, were made of it.""}",0.2327880859375
Wei na yɛfrɛ no sɛ kooko no.,This is what is referred to as piles.,,,"{""result"":""This is called the cookout.""}",0.0728759765625
Nsɛnkyerɛnne a ɛkasa a anka yɛde di dwuma kane no nhyɛ da nni hɔ bio nanso ɛnkyerɛ sɛ wɔmfa nni dwuma koraa bio.,"Nonverbal communication that was used in the past is not really there anymore; however, that does not mean that it is no longer in use.",,,"{""result"":""The signs that were once used in speech are no longer used, but not at all.""}",0.450927734375
"Ɛnnɛ nso, nnipa binom ahyɛ da afa abɛɛfo kwan so ayɛ mfuo a wɔde yɛn akɔkono tɔn ma nkurɔfoɔ kɔtɔ di.","Today, some people have used technology to make farms for palm weevil larvae production where people go and buy from.",,,"{""result"":""Today, some people have deliberately developed a technology to sell coconut fields to consumers.""}",0.441162109375
"Kae sɛ, saa yadeɛ a yɛreka ho asɛm yi nka nyarewa a yɛnya firi nna mu nkitahodie mu, ɛfiri sɛ ɔbaa bi bɛtumi anya yadeɛ yi wɔ berɛ a ɔne barima biara nhyiaa wɔ nna mu da.","remember that, this disease that we are talking about is not part of sexually transmitted diseases, because a woman can contract this disease even when she had not had any sexual affair with any man.",,,"{""result"":""Remember that the disease we are talking about does not include diseases that are transmitted through sexual contact, because a woman can get this disease without having had sexual contact with any man.""}",0.72802734375
Afei te asikyire nnuanedie nso so. Yei ne kakra a yɛbɛtumi asua afa dwonsɔtoa a ɛkyi nsuo no ahonhono ho.,Then sit on the asikyire diet as well. Here is a little we can learn about the inflammation of the urinary tract.,,,"{""result"":""Then, focus on sugary foods as well. Here's a little bit about the water-resistant sponge.""}",0.1798095703125
"Ɔbaapanin no de ne nsateaa akyerɛkyerɛkwan no di kan bɔ nsa no mu de ka abɔfra no kɛtrɛma so ka sɛ, ""Asomasi (Ɔbɔ abɔfra no din a wɔde ato dwa no frɛ no), wohunu sɛ ɛyɛ nsa a, ka sɛ nsa na nse sɛ ɛyɛ nsuo.""",the old woman dips her finger in the alcohol and use it to touch the tongue of the child and say if u see alcohol say alcohol don't say its water.,,,"{""result"":""The chief, with his finger-points, touches the wine first, and then touches his tongue, and says, \""Asomasi (the name the boy is called), if you see it is wine, say it is water, but not wine\"".""}",0.52490234375
"Ɛnnε, yεnhunu saa nneεma yinom nyinaa bio εfiri sε yεmfa saa mmara no nyε adwuma seesei.","Today, we don't see all these things because we no longer abiding by these laws.",,,"{""result"":""Today, we don't see all these things anymore because we don\""t use that law now.""}",0.5234375
"Wotumi hwɛ w'adidie mu yie na wodi nnuane pa a, ɛbɛboa ama w'adwene no ayɛ adwuma yie ɛfiri sɛ, wobɛtumi asusu nneɛma ho yie na wobɛtumi nso akae nneɛma ntɛm.",Being able to control your diet and eat healthy foods will help your mind to work better because you will be able to think clearly and remember things faster.,,,"{""result"":""You can control your eating and eat healthy foods, which will help your brain function better because you can think better and remember things faster.""}",0.65771484375
"Abᴐdeε mu nyansapε adesua kyerε sε, mframa a εfiri nnua ne aduadeε mu no na nnipa home kᴐ ne mu, na nnua ne aduadeε nso ahome deε nnipa home ba abᴐntene no.","Scientific study shows that the air from trees and plants is breathed in by humans, and the air from humans is breathed in by trees and plants.",,,"{""result"":""The study of biology suggests that the oxygen from plants and nutrients is inhaled by humans, and the plants and food are inhales by humans.""}",0.69677734375
"Nanso ayamtim a aba onipa bi so atenaseε na ayε sε yadeε koankorᴐ no kyerε sε, akwaa no ahodoᴐ a εboa yam aduane a yεdie no ma no yε adwuma no nyε adwuma sεdeε anka εsε sε εyε.","However, the presence of constipation as a chronic disease means that the various organs that help digestion are not working as they should.",,,"{""result"":""But the fact that generosity has been a part of our lives and a part in our lives suggests that the various organs that help us digest food are not functioning as they should.""}",0.465576171875
Sɛ ɛkɔba no saa a agye sɛ ɔsoa nneɛma no wɔ n’apampam de kɔ dwa so anaa de kɔ fie.,If that happens he has to carry the items on his shoulders to the market or home.,,,"{""result"":""If that happens, she'll have to carry the goods in a bag to the market or take them home.""}",0.39208984375
"Afei sɛdeɛ na wɔde ntoma binom bu nnipa binom bɛ no so ate, obi de ntoma no fɛ na ɛfira, na mmom ɛnyɛ ne din.","Also, the art of communicating with someone using symbols from the prints in a cloth has reduced; people wear the cloth based on how nice it is, not its name.",,,"{""result"":""And as the parable of certain garments is true, one who wears them is not famous, but rather beautiful.""}",0.343505859375
Mogya a nananom hwie guiɛ nya de too hɔ maa yɛn,The blood shed by the ancestors got laid down for us,,,"{""result"":""The blood that our fathers shed, they have received for us;""}",0.45556640625
Kyɛ ma afoforɔ nso nhunu saa mfasoɔ yinom bi.,Share for others to benefit from these vital information.,,,"{""result"":""Let these things be known to others.""}",0.4501953125
Megye di sɛ woahunu sɛ mfasoɔ bebree wɔ bragorɔ so pa ara.,"Certainly, the rite of menarche holds significant benefits for young women and you will agree with me as well",,,"{""result"":""I am sure you know that there is much profit in being a good person.""}",0.02056884765625
"Wɔn nnyesoɔ ne “Ofori-na”, anaa “Ofoona”.","their response is ""Ofori-na' or ""Ofoona"".",,,"{""result"":""Their name is Ofori-na, or Офоona.""}",0.47998046875
"Ↄde kaa ho sɛ, ɛho hia nso sɛ aban no boa wɔn a wɔyɛ nneɛma no sɛdeɛ ɛbɛyɛ a wɔbɛtumi ayɛ nneɛma a ɛsom bo pa ara a yɛbɛtumi de amane aman afoforɔ ama mfasoɔ aba so ama ɔman no na ɔman no agye din wɔ wiase aman nyinaa dwa so.",He added that it is also important for the government to support the manufacturing sector to develop a competitive export product that will be able to compete on the international market.,,,"{""result"":""It added that it is also important that the government support the manufacturers so that they can produce the most valuable products that can be used by other countries to increase the national benefits and the country is famous in the international market.""}",0.7138671875
"Hyɛ no nso sɛ mmɔfra taa nya wɔn resose mogya firi wɔn agyanom hɔ, sɛ ɛyɛ 'positive' anaa 'negative'.","Note thar, children mostly get their resource blood from their fathers, either positive or negative.",,,"{""result"":""Note also that children often have a tendency to draw blood from their fathers, whether 'positive' or 'negative'.""}",0.671875
"Ↄkasamafo no daa no adi sɛ, sɛ wɔwie saa akwankyerɛ yi a, wɔde ɛho asɛm bɛba abɛto wɔn nyinaa anim ama wɔasi gyinaeɛ.","The Speaker further clarified that once the Adhoc committee completes its investigation, the findings will be presented to the entire house for a collective decision to be made on the matter.",,,"{""result"":""The speakers indicated that once this directive is completed, it will be presented to the whole body for a decision.""}",0.53369140625
"Ɛno nti, ɛho hia pa ara sɛ yɛtaa di mmire.","Therefore, it is very important to eat millet regularly.",,,"{""result"":""That is why it is so important to fight often.""}",0.09930419921875
"Amanebɔ a Asoeɛ a Kuayɔ ho Nsɛm so no de bɛtoo dwa kyerɛɛ mu sɛ, atirimpɔ a wɔde abue saa dwa yi nyinaa ne sɛ ɛbɛboa ama nnuane boɔ a ahuri kɔ soro wɔ ɔman yi mu no bɛtumi aba fam sɛdeɛ mmoborɔfoɔ ne wɔn a wɔn nsam nhyɛda nni bi no nyinaa bɛnya wɔn so ne wɔn deɛ atɔ.",The report released by the Ministry of Agriculture explained that the overall objective of the opening of these markets is to help bring down the soaring food prices in this country as the poor and the underprivileged all who do not have it will have theirs on them and theirs will be bought.,,,"{""result"":""The Ministry of Agriculture announced that the purpose of this market is to help reduce the price of food, which is rising in the country, so that the poor and the underprivileged can have access to it.""}",0.78564453125
Ԑsԑ sԑ onipa no te nnuro a wᴐde te yaw biara soᴐ no so.,The person should stay on any pain medication.,,,"{""result"":""The person should be on the medication for any pain.""}",0.5341796875
"Asɛm no kae sɛ wɔn a wonnim akenkan ne akyerɛw no mu ɔpepem 4.6 yɛ mmea na ɔpepem 3.3 yɛ mmarima, na ɛkyerɛ sɛ mmea wɔ ɔhaw bi a na ɛkɔ so tra hɔ bere tenten.","The news stated that 4.6 million of the illiterate are women and 3.3 million are men, this shows that women have some challenges which can last long.",,,"{""result"":""The article noted that of the 4.6 million illiterates, 3.3 million were men and 4.3 million were women, suggesting that women have a long-term problem.""}",0.78515625
Woyɛ ɔbarima? Ɛnneɛ saa apɔmuden adesua yi ho hia wo  papaapa.,Are you a man? Then this exercise is very important to you,,,"{""result"":""If you are a man, this medical education is very important to you.""}",0.428466796875
"Sɛ yɛhwɛ mu a, Aisha Huang opeemu no ankasa deɛ, NPP mu nnipa titire, Nkrabea Effah Dartey na ↄregyina n’afa adi n’asɛm no.","In fact, Aisha Huang's appeal itself is being defended by NPP figure, Nkrabea Effah Dartey.",,,"{""result"":""The NPP's chief executive, Nkada Effah Dartey, is now standing in for Huang.""}",0.4921875
Atadwe yε aduadeε a wᴐdii kwan duaa no wᴐ Egypt no mu baako.,Tiger nuts is one of the first crops to be grown in Egypt.,,,"{""result"":""The first recorded use of the word \""cotton\"" in the name of the country was in the year 1200.""}",0.3330078125
