text,ref,Unnamed: 2,Unnamed: 3,translated,similarity_score
"Nanso deɛ ɛteɛ ne sɛ, ntoma ankasa deɛ, n'abɔseɛ mfiri Akanman mu.",But the fact is that the cloth itself is not of Akan origin.,,,"However, the truth is that the cloth itself does not originate from Akanland.",0.86328125
"Wᴐkyerε sε, berε a mfifideε de kaabᴐn yi sie no yε adeε a nsesan ne nwura ahodoᴐ binom a wᴐnyini wᴐ mmerε binom mu deε no yε tia, εna nnua a afe biara wᴐnyini no nso deε ware kakra.",It is shown that the storage time of this carbon by plants is shorter than that of some seasonal weed species and slightly longer than that of annual trees.,,,"It shows that the time it takes for the machine to harvest the carbon is short for some weeds and various grasses that grow during certain periods, while the trees that grow every year take a little longer.",0.58251953125
"Ɛte sei deɛ a, ɛnneɛ adɛn na awofoɔ binom bu wɔn mma abam ma wɔhunu wɔn ho sɛ mfasoɔ biara nni wɔn so yi?","Why, then, do some parents discourage their children for them to feel worthless?",,,"If it is like this, then why do some parents discourage their children, making them feel worthless?",0.86279296875
Wei maa no bɛfaa n’adwomfoɔ no bi kɔkaa ho maa wɔkyerɛɛ Asanteman adwinneɛ.,This made him to come and pick some of his people to add up and to teach Asanteman sense.,,,This person took some of his craftsmen along to teach the Asante nation's artistry.,0.51171875
Kwan a Obi Bɛtumi Afa so Abɔ ne Ho ban a Ne Dwonsɔtoa a Ɛkyi Nsuo Ho Nka.,How to Protect Yourself Without Sensitivity to Water-Averse Bowel,,,Ways One Can Protect Themselves from Urinary Tract Infections.,0.5302734375
"Tɔfabɔ mu no, ahwɛgorɔ yi fa aberanteɛ bi a wɔfrɛ no Isaac ho, Ɔyɛ ɔbarima bi a n'afipamfoɔ nyinaa pɛ n'asɛm pa ara.","In part, this play is about a young man named Isaac, He is a man who is very popular with all his neighbors.",,,"In the story, this play is about a young man named Isaac, who is a man that all his neighbors really like.",0.96142578125
"Mo mmienu nyi nna bi nsi hᴐ a mode bԑyԑ biribi soronko koraa; sԑ ԑyԑ agodie, mpaebᴐ, anaa sԑ morekᴐgye moani abᴐ mu wᴐ baabi soronko bi wc berԑ soronko bi mu.","Set aside days for the two of you to do something completely different; whether it is playing, praying, or having fun together in a special place at a special time.",,,"You two should set aside a day to do something very special; whether it is playing, praying, or going out to have fun somewhere unique at a specific time.",0.8505859375
Ɛnneɛ adɛn na wonkyɛ mma afoforɔ na wɔn nso nnya mu kyɛfa?,So why not share it with others so they can share in it?,,,Then why don't you share with others so they can also have a part in it?,0.83349609375
Ebi nni ho nso a wɔtwerɛ no sɛ ɔyɛ 'negative'.,"if some is not there, they write it negative.",,,"Even if there is no hunger, it is written that he is 'negative'.",0.451171875
Adidie basabasa bi te sɛ asikyire anaa adɔkɔdɔkɔ nnuanedie bebree nso tumi kɔfa saa yadeɛ yi ba.,eating more sugar or eating more sweet foods can also cause this disease.,,,Eating various types of junk food like sugar or many sugary foods can also cause this disease.,0.873046875
"Afei nso, wɔsan kyerɛ sɛ, salmɔn tumi boa ma nipadua no nya Vaetamɛn D a ɛboa ma apemfoɔ ne abɔfra no nyinaa nnompe mu yɛ den na wɔsan nya apɔmuden pa nso.","In addition, salmon is also shown to provide vitamin D, which helps to strengthen bones and restore good health in both the mother and child.",,,"Furthermore, they also indicate that salmon helps the body obtain Vitamin D, which helps strengthen the bones of both the elderly and children, and they also enjoy good health.",0.9091796875
Sԑ wo ne obi de paneԑ koro anaa nneԑma a wᴐde yԑ nnuro ho adwuma,If you share the same pants or equipment,,,If you share a needle or items used for medical purposes with someone,0.4765625
"Amansini nnan binom wɔ hɔ a, ɛwom sɛ wɔn ho kyere wɔn deɛ, nanso ɛnyɛ nea ano yɛ den sɛ nkaeɛ a yɛabobɔ so no.","there are four other districts, though they also live in poverty, but it is not all that serious as those that have been mentioned.",,,"There are some four-legged animals that, although they are wild, are not as dangerous as the ones we have mentioned.",0.181640625
"Yei kyerɛ sɛ, ɔdii adeɛ mfeɛ aduoson ne nnafua ahanu ne dunan.","This shows that she reigned as a Queen for seventy (70) years, two hundred and fourteen(214) days.",,,This means he reigned for seventy years and two hundred and fourteen days.,0.80224609375
"Nanso, wɔn a wɔdua tɔn no deɛ, wɔdua nnɔbaeɛ baako pɛ wɔ asase kɛseɛ pa ara so.","However, the ton growers grow only one crop on a very large area.",,,"However, as for those who farm for sale, they grow only one type of crop on a very large piece of land.",0.81396484375
Afei pra wo dan mu berɛ biara na siesie hɔ.,Then clean and tidy your room regularly.,,,Sweep your room at all times and keep it tidy.,0.82861328125
"Awofoɔ, momma mo anom nsɛm nyɛ nhyira deɛ wɔ mo mma so.","Parents, let your words be a blessing to your children.",,,"Parents, let the words from your mouths be a blessing upon your children.",0.94287109375
"Saa nsa mmienu yinom mu na wɔtumi noa, sɔne so, bɛnya apɛtɛsi.",From these two wines is where they are able to produce the alcoholic beverage called akpeteshie.,,,"It is with these two hands that one is able to cook, wash, and gain a living.",0.1279296875
Nnawɔtwe yi ahyɛaseɛ mu ara na Ghana sikakorabea ne sikakorabea ahodoɔ ne mpanimfoɔ a wɔda sikakorabea a ɛsesa sika kɔ sika foforɔ mu no hyiaeɛ.,"At the beginning of this week, the Ghana Bankers Association held a meeting with the Bank of Ghana to discuss strategies and measures for effectively managing the country's financial resources.",,,"At the very beginning of this week, the Bank of Ghana met with various banks and foreign exchange bureau operators.",0.78564453125
"Tete no, na sɛ ɔbaa anaa ɔbarima bi nwo a, wɔtumi gyina so gu awareɛ no.","In the olden  days, if a man or a woman is impotent, they sometimes rely on it to de-solve the marriage.",,,"In the past, if a man or a woman gave birth, they could use that as a basis to dissolve the marriage.",0.49609375
"Anas Aremeyaw Anas de too dwa sɛ, Owura Charles Adu Boahen kaa sɛ, ""Sika a Ɔmanpanin abɛdiakyire no hia ara ne Amerika sika $200,000 a ɛbɛdi adanseɛ sɛ onipa a ɔrehwehwɛ adwuma no ayɛ krado sɛ ɔpɛ sɛ ɔhunu no ne no di nkitaho biara a ɛfa adwuma no ho sɛdeɛ ɛsɛ.","Anas Aremeyaw Anas announced that Mr. Charles Adu Boahen said, ""The only money the Vice President needs is US$200,000 to prove that the person applying for the job is willing to see him and make any contact with him of the work properly.",,,"Anas Aremeyaw Anas revealed that Mr. Charles Adu Boahen said, ""The only money the Vice President needs is $200,000 in American currency as proof that the person seeking the job is ready and willing to have any discussion regarding the job as required.""",0.9501953125
"Ɛno nti, εyε a ᴐmpε sε ᴐbεhunu saa asεm no bi anaa biribi a εte saa.","Therefore, sometimes he may not want to experience that incident or something of that sort.",,,"Therefore, if he does not want to see that matter or anything like that.",0.6552734375
"Ɛno nti, Akanfoɔ ntoto abadintoɔ amammerɛ yi ase koraa.","Therefore, the Akans do not overlook this traditional naming culture at all.",,,"Therefore, the Akan people do not belittle this cultural tradition of naming at all.",0.935546875
"Nsɛm bi a ekuo no de too dwa mu no, wɔkaa sɛ, wɔgye tom sɛ fangoo boɔ ayɛ den wɔ ɔman yi mu baabiara deɛ, nanso ɛsɛ sɛ aban no hunu sɛ ɛpokorɔ adwuma no nte sɛ nnwuma nkaeɛ no a wɔtumi yɛ no berɛ biara no.","The group continued that, they agree that the price of the fuel is expensive but the government should subsidies the price for them because seasonal variation of their work",,,"Regarding some issues the group made public, they stated that while they acknowledge that the price of fuel has become expensive everywhere in this country, the government must realize that the fishing industry is not like other businesses that can be operated at any time.",0.62744140625
"Nipa no bɛtaa adwonsɔ bebree, afei sukɔm ne ɛkɔm taa di no ntɛntɛm so.","The person will have much frequent urinal discharge, then frequent thirst and hunger.",,,"The person will urinate frequently, and then thirst and hunger will affect them quickly.",0.80419921875
"Wɔkyerɛ sɛ, yei bɛtumi aboa ama dwonsɔtwaa mu yareɛ a apemfoɔ taa nya no, wɔatumi akwati.","This is said to help prevent urinary tract disease, which is common in pregnant women.",,,It is said that this can help prevent urinary tract infections that many people often get.,0.8349609375
"Nanso sɛdeɛ ɛbɛyɛ a wobɛhunu wo gyinabea ntɛm nti, bɔ mmɔden hunu wo dɔkota ntɛm so berɛ a wobɛhunu badwoa yi no, na woatumi ako atia yadeɛ no ntɛm so.","But in order to know your status quickly, try to see your doctor as soon as you notice these symptoms, so that you can fight the disease quickly.",,,"However, so that you can know your status quickly, try to see your doctor as soon as you notice these symptoms, so that you can fight the disease early.",0.9755859375
N’abusua ne n’agyapadeε.,His family is his properties.,,,His family and his inheritance.,0.66455078125
"Afei nso, ɛsɛ sɛ wɔyɛ nhwehwɛmu kɔ akyiri na wɔhunu sɛdeɛ ɔmanfoɔ asetena teɛ, na ama wɔatumi de nneɛma a ɛbɛma wɔn astena atu mpɔn no ama wɔn.","and again, they have to do a comprehensive research to know more about the life of the people, so it can guide them to provide good developmental project for the people.",,,"Furthermore, it is necessary to conduct in-depth research to understand how the public lives, so that they can be provided with things that will improve their standard of living.",0.70166015625
"Kwadu so mfasoɔ foforɔ nso ne sɛ, ɛwɔ nnuanennuro bi a wɔfrɛ no faeba a ɛboa si ayamtim ano kwan.",Another benefit of quail is that it contains fiber which helps prevent asthma.,,,"Another benefit of bananas is that they contain fiber, which helps prevent constipation.",0.34423828125
Afei yɛhunu bamkyiniɛ a Nyankontɔn ahosuoa ahodoɔ no bi wɔ mu a na ɛkyerɛ bɛn a saa hene no ne ne man bɛn Onyankopɔn.,A king's umbrella bearing some colors of the rainbow denotes the closeness of that king and his people to God.,,,"Now we see a rainbow that contains some of the colors of the covenant, and what it means is how close that king and his people are to God.",0.6728515625
"Nwiram adwuma binom te sɛ kuayɔ, ahayɔ ne abɛtwa ne adwuma titire a na yɛn nananom yɛ.","Our ancestors worked primarily in the forest doing things like farming, hunting, and tapping palms for wine.",,,"Some jobs are like farming, hunting, and palm wine tapping, which were the main occupations our ancestors engaged in.",0.74609375
"Okuani bi a wɔfrɛ no Stephen Beyuo bɔ abubuo aberɛ nyinaa sɛ, deɛ ɛsoso no adaeɛ bɔne wɔ kuayɛ mu ne sɛ ɔbɛyɛ awie ama nnɔbaeɛ no aba na ɔnnya kaa mma no nkɔfa, ɛsiane kwan no nti.",A farmer named Stephen Beyuo always laments that his worst nightmare in farming is to finish the crop and not have enough money to take it because of the road.,,,"A farmer named Stephen Beyuo is always worried that the excess bad dreams in farming are that he will finish working for the crops to yield, but he will not get a vehicle to transport them due to the road.",0.86181640625
"Martin Kpebu a ɔyɛ ankorɛankorɛ mmaranimni a ɔrepem so sɛ ɛsiane ahokyerɛ ne ahohiahia a ɛrekɔ so wɔ Ghana nti, Ↄmampanin Akufo-Addo bɛsiane afiri ne dibea no so na ɔtaa saa atuateɛ yi akyi.","Martin Kpebu, a private legal practitioner, is pushing for the resignation of President Akufo-Addo over Ghana’s current economic woes.",,,"Martin Kpebu, a private legal practitioner who is insisting that due to the hardship and suffering going on in Ghana, President Akufo-Addo should step down from his position, is behind this protest.",0.8486328125
"Awodeԑ ano no wᴐ ᴐfa bi a ԑwᴐ ᴐkwan a ԑda kᴐ “ᴐbaa” no kwan no mu, ne deԑ ԑda awodeԑ no kwan no mu ankasa.","The cervix is located on the side of the opening to the “woman’s” opening, and the one that actually lies inside the opening of the birth canal.",,,"The entrance to the womb has a part that is located on the path leading to the ""vagina,"" and one that is located on the path of the womb itself.",0.67919921875
"Ɔhaw foforɔ nso ne sɛ, ɔbaa bi anhunu yadeɛ yi mu biara ntɛm ansɔ ano na ɔde nyinsɛn a, ɛbɛtumi anya nsunsuansoɔ wɔ abɔfra a ɔnyem noɔ no so ma mpo ɛtumi bɔ akɔkoa no anifira berɛ wawo noɔ no.","Another problem is that, if a woman does not detect any of these diseases early and becomes pregnant, it can affect the unborn child and even cause blindness at birth.",,,"Another problem is that if a woman does not detect this illness early enough to treat it and becomes pregnant, it can have consequences on the unborn child, and may even cause the baby to be born with vision impairment.",0.8994140625
"Ↄkyerɛ mu a, ɔman no asie sika kɔkɔɔ pii a wɔbɛtumi de adi nsesa agye fangoo sɛdeɛ ɛbɛyɛ a fangoo boɔ a ahuri kɔ soro no so bɛte.","He explained that, the country has enough gold to trade for oil in order to reduce the hike in the price of oil.",,,"He explained that the nation has stored a significant amount of gold that can be used to exchange for fuel, so that the soaring price of fuel can be reduced.",0.8076171875
Nsuo fitaa bi firi wɔn ase ba.,there is whitish water color coming from their vagina.,,,A clear water is coming from beneath them.,0.480712890625
"Deɛ nti a ɛte saa ne sɛ, sohyia midia rekyerɛ mmabunu dodoɔ no ara ɔbra a aporɔ na ɛmfata Ɔkani ba.","This is because, social media is training the most of the youths a life which doesn't fit an Akan child.",,,"The reason for this is that, society is showing the majority of the youth a corrupt lifestyle that is not befitting of an Akan child.",0.70751953125
"Ɛtɔ da mpo a, na wɔtumi de nkyene gu mu toto we no saa ara.",Sometimes it could even be eaten with salt in the same way.,,,"Sometimes, they even add salt to it and chew it just like that.",0.755859375
Saa dwumadie yi kɔɔ so ara nyinieε ama mpo εnnε wokɔ aman ahodoɔ so na wobɔ saa dwumadie no din a afoforɔ bεhunu dwumadie korɔ.,This service continued to grow so that even today you go to different countries and mention the name of the service that others will see the same service.,,,"This project has been going on so well that even today, when you go to different countries and mention the name of the project, others will recognize the same project.",0.447998046875
"Sɛ saa nnipa baanu yi bu wɔn ani gu wei so ware a, mmɔfra baanan a wɔbɛwo biara mu no, ɛmu baanu gyɛnotaopo bɛyɛ AS (deɛ ɛho ate kyema kakra), na baanu a aka no nso deɛ ayɛ SS (deɛ ate kyema pa ara).","If these people get married, with all the four children they will produce, two of them will have AS genotype ( half defect), and the other two will be SS ( full defect).",,,"If these two people ignore this and get married, out of every four children they have, two will be AS (those with the trait to a small extent), and the other two will be SS (those with the trait to a very high extent).",0.8251953125
"Ԑno nti, ԑhia pa ara sԑ wode nnuane a ԑbԑboa ama w’adene no asi pi asi ta bԑka wo nnuane ho.",That is why it is very essential to include foods that helps the brain in your diet.,,,"Therefore, it is very important that you add foods that will help strengthen your bones to your diet.",0.32958984375
"Kane a na akuafoɔ mfa nnuro ngugu wɔn nsase ne wɔn nnɔbaeɛ so no, na wɔtumi nya nhabamma, atosodeɛ ne nnuaba binom di de sa wɔn ho yareɛ.","In the past, farmers did not apply pesticides to their lands and crops, and they could eat certain vegetables, fruits, and herbs for healing",,,"In the past, when farmers did not use chemicals on their lands and crops, they were able to obtain herbs, vegetables, and some fruits to use as medicine for their ailments.",0.85498046875
"Sԑ mfidie mu nkanea ne ᴐhyew kᴐ obi mu pii a, ᴐnya ayamkuro.","If too much outdoor light and heat gets into a person, he gets a cold.",,,"If the lights and heat from a machine affect someone too much, they get a fever.",0.6318359375
"Afei nso, sɛ wohunu hankɛkyifu a bese, nkosua, aburo, ɛmo ne nneɛma binom a ɛtete saa gugu soɔ wɔ nkwantannan so a, na ɛreka sɛ obi abɛyi ne tiri mmusuo.","Another sign of a ritual to banish ill luck was a handkerchief placed near a four-way intersection containing kola nuts, eggs, corn, rice, and other similar foods.",,,"Also, if you see hawkers selling kola nuts, eggs, corn, rice, and other similar items at intersections, it means someone has come to perform a ritual to avert misfortune.",0.69677734375
"Yei nti, na wɔde yɛ nkwan binom te sɛ abunuabunu ne abɛnkwan.","For this reason, it was used in some dishes such as bread and butter.",,,"Because of this, it is used to make some soups like abunuabunu and palm nut soup.",0.56298828125
Wei na yɛfrɛ no sɛ kooko no.,This is what is referred to as piles.,,,This is what we call cocoa.,0.28857421875
Nsɛnkyerɛnne a ɛkasa a anka yɛde di dwuma kane no nhyɛ da nni hɔ bio nanso ɛnkyerɛ sɛ wɔmfa nni dwuma koraa bio.,"Nonverbal communication that was used in the past is not really there anymore; however, that does not mean that it is no longer in use.",,,"The sign language that we used to use is no longer there, but it does not mean that it should not be used at all anymore.",0.66845703125
"Ɛnnɛ nso, nnipa binom ahyɛ da afa abɛɛfo kwan so ayɛ mfuo a wɔde yɛn akɔkono tɔn ma nkurɔfoɔ kɔtɔ di.","Today, some people have used technology to make farms for palm weevil larvae production where people go and buy from.",,,"Today, some people have also deliberately used digital means to create farms where they raise weevils to sell to people to eat.",0.75
"Kae sɛ, saa yadeɛ a yɛreka ho asɛm yi nka nyarewa a yɛnya firi nna mu nkitahodie mu, ɛfiri sɛ ɔbaa bi bɛtumi anya yadeɛ yi wɔ berɛ a ɔne barima biara nhyiaa wɔ nna mu da.","remember that, this disease that we are talking about is not part of sexually transmitted diseases, because a woman can contract this disease even when she had not had any sexual affair with any man.",,,"Remember that this disease we are talking about is not among the diseases contracted through sexual intercourse, because a woman can contract this disease even without having had sexual relations with any man.",0.9501953125
Afei te asikyire nnuanedie nso so. Yei ne kakra a yɛbɛtumi asua afa dwonsɔtoa a ɛkyi nsuo no ahonhono ho.,Then sit on the asikyire diet as well. Here is a little we can learn about the inflammation of the urinary tract.,,,Now taste the sugar treats too. This is a little bit of what we can learn about the bubbles in urine.,0.32080078125
"Ɔbaapanin no de ne nsateaa akyerɛkyerɛkwan no di kan bɔ nsa no mu de ka abɔfra no kɛtrɛma so ka sɛ, ""Asomasi (Ɔbɔ abɔfra no din a wɔde ato dwa no frɛ no), wohunu sɛ ɛyɛ nsa a, ka sɛ nsa na nse sɛ ɛyɛ nsuo.""",the old woman dips her finger in the alcohol and use it to touch the tongue of the child and say if u see alcohol say alcohol don't say its water.,,,"The elderly woman first dips her index finger into the alcohol and touches it to the child's tongue, saying, ""So-and-so (calling the child by the name given to them), you see that it is alcohol, so say it is alcohol and do not say it is water.""",0.9091796875
"Ɛnnε, yεnhunu saa nneεma yinom nyinaa bio εfiri sε yεmfa saa mmara no nyε adwuma seesei.","Today, we don't see all these things because we no longer abiding by these laws.",,,"Today, we no longer see all these things because we are not using those laws now.",0.93359375
"Wotumi hwɛ w'adidie mu yie na wodi nnuane pa a, ɛbɛboa ama w'adwene no ayɛ adwuma yie ɛfiri sɛ, wobɛtumi asusu nneɛma ho yie na wobɛtumi nso akae nneɛma ntɛm.",Being able to control your diet and eat healthy foods will help your mind to work better because you will be able to think clearly and remember things faster.,,,"You can watch your diet well and if you eat good food, it will help your brain function better because you will be able to think about things well and you will also be able to remember things quickly.",0.83349609375
"Abᴐdeε mu nyansapε adesua kyerε sε, mframa a εfiri nnua ne aduadeε mu no na nnipa home kᴐ ne mu, na nnua ne aduadeε nso ahome deε nnipa home ba abᴐntene no.","Scientific study shows that the air from trees and plants is breathed in by humans, and the air from humans is breathed in by trees and plants.",,,"The study of nature's wisdom teaches that the air that comes from trees and plants is what humans breathe in, and the air that humans breathe out is what trees and plants take in.",0.78466796875
"Nanso ayamtim a aba onipa bi so atenaseε na ayε sε yadeε koankorᴐ no kyerε sε, akwaa no ahodoᴐ a εboa yam aduane a yεdie no ma no yε adwuma no nyε adwuma sεdeε anka εsε sε εyε.","However, the presence of constipation as a chronic disease means that the various organs that help digestion are not working as they should.",,,"However, when indigestion occurs and feels like a persistent illness, it means that the various enzymes that help digest the food we eat are not working as they should.",0.58984375
Sɛ ɛkɔba no saa a agye sɛ ɔsoa nneɛma no wɔ n’apampam de kɔ dwa so anaa de kɔ fie.,If that happens he has to carry the items on his shoulders to the market or home.,,,"If it comes to that, then he must carry the items on his head to the market or to the house.",0.8515625
"Afei sɛdeɛ na wɔde ntoma binom bu nnipa binom bɛ no so ate, obi de ntoma no fɛ na ɛfira, na mmom ɛnyɛ ne din.","Also, the art of communicating with someone using symbols from the prints in a cloth has reduced; people wear the cloth based on how nice it is, not its name.",,,"Now, just as it has been heard about how certain cloths are used to identify certain people, someone wears the cloth because it is beautiful, but it is not their name.",0.583984375
Mogya a nananom hwie guiɛ nya de too hɔ maa yɛn,The blood shed by the ancestors got laid down for us,,,The blood that our ancestors shed was what they left behind for us.,0.81591796875
Kyɛ ma afoforɔ nso nhunu saa mfasoɔ yinom bi.,Share for others to benefit from these vital information.,,,Share so that others may also know some of these benefits.,0.51513671875
Megye di sɛ woahunu sɛ mfasoɔ bebree wɔ bragorɔ so pa ara.,"Certainly, the rite of menarche holds significant benefits for young women and you will agree with me as well",,,You will realize that there are many benefits to the puberty rite.,0.54052734375
"Wɔn nnyesoɔ ne “Ofori-na”, anaa “Ofoona”.","their response is ""Ofori-na' or ""Ofoona"".",,,"Their response is “Ofori-na”, or “Ofoona”.",0.990234375
"Ↄde kaa ho sɛ, ɛho hia nso sɛ aban no boa wɔn a wɔyɛ nneɛma no sɛdeɛ ɛbɛyɛ a wɔbɛtumi ayɛ nneɛma a ɛsom bo pa ara a yɛbɛtumi de amane aman afoforɔ ama mfasoɔ aba so ama ɔman no na ɔman no agye din wɔ wiase aman nyinaa dwa so.",He added that it is also important for the government to support the manufacturing sector to develop a competitive export product that will be able to compete on the international market.,,,"It is worth noting that it is also important for the government to support those who are producing goods so that they can create high-value products that we can export to other countries to generate profit for the nation, and for the nation to gain recognition on the global stage.",0.798828125
"Hyɛ no nso sɛ mmɔfra taa nya wɔn resose mogya firi wɔn agyanom hɔ, sɛ ɛyɛ 'positive' anaa 'negative'.","Note thar, children mostly get their resource blood from their fathers, either positive or negative.",,,"Also note that children often inherit their blood type from their fathers, whether it is 'positive' or 'negative'.",0.732421875
"Ↄkasamafo no daa no adi sɛ, sɛ wɔwie saa akwankyerɛ yi a, wɔde ɛho asɛm bɛba abɛto wɔn nyinaa anim ama wɔasi gyinaeɛ.","The Speaker further clarified that once the Adhoc committee completes its investigation, the findings will be presented to the entire house for a collective decision to be made on the matter.",,,"The spokesperson revealed that once these instructions are completed, the matter will be presented to all of them for a decision to be made.",0.66552734375
"Ɛno nti, ɛho hia pa ara sɛ yɛtaa di mmire.","Therefore, it is very important to eat millet regularly.",,,"Therefore, it is very important that we eat mushrooms often.",0.50146484375
"Amanebɔ a Asoeɛ a Kuayɔ ho Nsɛm so no de bɛtoo dwa kyerɛɛ mu sɛ, atirimpɔ a wɔde abue saa dwa yi nyinaa ne sɛ ɛbɛboa ama nnuane boɔ a ahuri kɔ soro wɔ ɔman yi mu no bɛtumi aba fam sɛdeɛ mmoborɔfoɔ ne wɔn a wɔn nsam nhyɛda nni bi no nyinaa bɛnya wɔn so ne wɔn deɛ atɔ.",The report released by the Ministry of Agriculture explained that the overall objective of the opening of these markets is to help bring down the soaring food prices in this country as the poor and the underprivileged all who do not have it will have theirs on them and theirs will be bought.,,,The Ministry of Food and Agriculture has announced that the main purpose of opening this platform is to help reduce the soaring food prices in the country so that the poor and the needy can afford to buy what they need.,0.80615234375
Ԑsԑ sԑ onipa no te nnuro a wᴐde te yaw biara soᴐ no so.,The person should stay on any pain medication.,,,It is necessary that the person stops taking any medication used to relieve pain.,0.75048828125
"Asɛm no kae sɛ wɔn a wonnim akenkan ne akyerɛw no mu ɔpepem 4.6 yɛ mmea na ɔpepem 3.3 yɛ mmarima, na ɛkyerɛ sɛ mmea wɔ ɔhaw bi a na ɛkɔ so tra hɔ bere tenten.","The news stated that 4.6 million of the illiterate are women and 3.3 million are men, this shows that women have some challenges which can last long.",,,"The matter states that out of the 4.6 million people who cannot read and write, 4.6 million are women and 3.3 million are men, which shows that women have a problem that has been going on for a long time.",0.7861328125
Woyɛ ɔbarima? Ɛnneɛ saa apɔmuden adesua yi ho hia wo  papaapa.,Are you a man? Then this exercise is very important to you,,,Are you a man? Then this health lesson is very important for you.,0.73974609375
"Sɛ yɛhwɛ mu a, Aisha Huang opeemu no ankasa deɛ, NPP mu nnipa titire, Nkrabea Effah Dartey na ↄregyina n’afa adi n’asɛm no.","In fact, Aisha Huang's appeal itself is being defended by NPP figure, Nkrabea Effah Dartey.",,,"If we look closely, regarding Aisha Huang’s case itself, it is a prominent member of the NPP, Nkrabea Effah Dartey, who is standing in for her to defend her case.",0.8505859375
Atadwe yε aduadeε a wᴐdii kwan duaa no wᴐ Egypt no mu baako.,Tiger nuts is one of the first crops to be grown in Egypt.,,,Tiger nut is one of the food crops that were grown along the Nile River in Egypt.,0.8642578125
Ɛsɛ sɛ woyɛ yei berɛ a woremma no ntwetwe w'adwene mfiri nneɛma a ɛho hia pa ara woresusu ho no so.,You need to do this while not letting it distract you from the more important things you are thinking about.,,,You should do this when you will not let it distract you from the things you are really thinking about that are important.,0.8154296875
"Obi wu patuwuo a, Akanfoɔ gye di sɛ wato ne kɔn awu nti wɔyɛ no ayi pa.","When someone dies unprepared, Akans believe that he has locked his neck dead so they give him a good funeral.",,,"When someone dies a sudden death, the Akan people believe they have died by suicide, so they perform a befitting funeral for them.",0.78173828125
